Column 1
12/31/2018
12/31/2017
12/31/2016
12/31/2015
12/31/2014
12/31/2013
12/31/2012
12/31/2011
12/31/2010
12/31/2009
12/31/2008

































"20,844,000"
"15,512,000"
"12,960,000"
"15,238,000"
"18,954,000"
"20,021,000"
"18,422,000"
"15,499,000"
"21,061,000"
"22,679,000"
"14,053,000"
"5,966,000"
"8,313,000"
"11,841,000"
"8,163,000"
"9,222,000"
"8,972,000"
"8,988,000"
"16,148,000"
"5,555,000"
"134,000"
"141,000"
"26,810,000"
"23,825,000"
"24,801,000"
"23,401,000"
"28,176,000"
"28,993,000"
"27,410,000"
"31,647,000"
"26,616,000"
"22,813,000"
"14,194,000"
"33,399,000"
"28,685,000"
"31,703,000"
"26,388,000"
"25,606,000"
"22,813,000"
"14,439,000"
"9,949,000"
"8,699,000"
"7,768,000"
"8,340,000"
"9,816,000"
"10,663,000"
"13,788,000"
"13,764,000"
"13,642,000"
"14,039,000"
"14,714,000"
"14,324,000"
"12,125,000"
"10,107,000"
"13,195,000"
"5,268,000"
"5,571,000"
"5,911,000"
"4,265,000"
"5,148,000"
"4,060,000"
"3,318,000"
"2,464,000"
"2,568,000"
"3,115,000"
"5,142,000"
"75,293,000"
"68,744,000"
"76,203,000"
"78,007,000"
"83,670,000"
"81,501,000"
"69,996,000"
"60,247,000"
"53,053,000"
"59,247,000"
"44,267,000"






















"109,042,000"
"103,216,000"
"88,309,000"
"63,750,000"
"44,078,000"
"36,679,000"
"25,845,000"
"27,558,000"
"22,512,000"
"19,972,000"
"83,377,000"
"-26,725,000"
"-24,081,000"
"-17,963,000"
"-12,349,000"
"-9,275,000"
"-7,429,000"
"-5,817,000"
"-4,601,000"
"-3,277,000"
"-1,285,000"
"-43,712,000"
"82,317,000"
"79,135,000"
"70,346,000"
"51,401,000"
"34,803,000"
"29,250,000"
"25,845,000"
"22,957,000"
"19,235,000"
"18,687,000"
"39,665,000"
"9,215,000"
"9,073,000"
"8,996,000"
"9,201,000"
"8,350,000"
"8,094,000"
"6,883,000"
"6,790,000"
"8,529,000"
"9,425,000"
"4,063,000"
"1,861,000"
"1,857,000"
"1,868,000"
"1,371,000"
"1,427,000"
"1,560,000"
"1,973,000"
"29,019,000"
"31,778,000"
"30,672,000"
0
"3,718,000"
"3,992,000"
"4,391,000"
"4,576,000"
"4,983,000"
"5,668,000"
"6,809,000"
"10,013,000"
"11,882,000"
"14,547,000"
"265,000"
"5,770,000"
"4,929,000"
"4,070,000"
"3,021,000"
"3,024,000"
"3,181,000"
"3,040,000"
"3,515,000"
"5,916,000"
"3,055,000"
"2,572,000"
"152,046,000"
"143,738,000"
"145,487,000"
"116,513,000"
"94,007,000"
"84,843,000"
"79,426,000"
"84,356,000"
"85,845,000"
"77,048,000"
"46,772,000"
"227,339,000"
"212,482,000"
"221,690,000"
"194,520,000"
"177,677,000"
"166,344,000"
"149,422,000"
"144,603,000"
"138,898,000"
"136,295,000"
"91,039,000"

































"31,891,000"
"26,965,000"
"29,028,000"
"19,562,000"
"14,988,000"
"14,158,000"
"5,518,000"
"1,682,000"
"1,616,000"
"10,221,000"
"16,920,000"
"22,297,000"
"23,929,000"
"26,961,000"
"24,062,000"
"22,529,000"
"23,621,000"
"25,166,000"
"24,494,000"
"21,497,000"
"18,725,000"
"22,259,000"
-
-
-
-
-
-
-
-
-
-
-
"24,545,000"
"22,596,000"
"26,437,000"
"25,615,000"
"26,562,000"
"23,357,000"
"23,308,000"
"22,756,000"
"23,419,000"
"22,288,000"
"32,427,000"
"3,504,000"
"3,400,000"
"2,755,000"
"2,227,000"
"1,622,000"
"1,276,000"
"1,326,000"
-
-
-
-
-
"24,450,000"
"27,861,000"
"18,745,000"
"14,488,000"
"13,594,000"
"467,000"
0
0
"1,201,000"
"4,002,000"
"82,237,000"
"76,890,000"
"85,181,000"
"71,466,000"
"65,701,000"
"62,412,000"
"53,992,000"
"48,932,000"
"47,157,000"
"52,435,000"
"75,608,000"











"73,060,000"
"67,254,000"
"55,600,000"
"43,549,000"
"31,853,000"
"22,025,000"
"10,532,000"
"11,650,000"
"9,142,000"
"5,562,000"
"29,018,000"
"12,357,000"
"12,394,000"
-
-
-
-
"13,169,000"
"12,336,000"
"13,021,000"
"13,279,000"
"17,392,000"
"2,959,000"
"2,887,000"
"2,362,000"
"2,007,000"
"1,556,000"
"1,249,000"
"1,169,000"
-
-
-
-
"12,357,000"
"12,394,000"
"46,015,000"
"35,601,000"
"22,943,000"
"15,452,000"
"13,169,000"
"783,000"
"1,231,000"
"270,000"
0
"102,325,000"
